"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Machine Learning Testing: Survey, Landscapes and Horizons","J. M. Zhang; M. Harman; L. Ma; Y. Liu","CREST, University College London, London, U.K; CREST, University College London, London, U. K.; Kyushu University, Fukuoka, Japan; Nanyang Technological University, Singapore","IEEE Transactions on Software Engineering","10 Jan 2022","2022","48","1","1","36","This paper provides a comprehensive survey of techniques for testing machine learning systems; Machine Learning Testing (ML testing) research. It covers 144 papers on testing properties (e.g., correctness, robustness, and fairness), testing components (e.g., the data, learning program, and framework), testing workflow (e.g., test generation and test evaluation), and application scenarios (e.g., autonomous driving, machine translation). The paper also analyses trends concerning datasets, research trends, and research focus, concluding with research challenges and promising research directions in ML testing.","1939-3520","","10.1109/TSE.2019.2962027","ERC(grant numbers:741278); JSPS KAKENHI(grant numbers:19K24348,19H04086); Qdai-jump Research Program(grant numbers:01277); Nvidia; National Research Foundation Singapore(grant numbers:NRF2018NCR-NCR005-0001); National Satellite of Excellence in Trustworthy Software System(grant numbers:NRF2018NCR-NSOE003-0001); NTU(grant numbers:NGF-2019-06-024); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9000651","Machine learning;software testing;deep neural network","Machine learning;Software testing;Software engineering;Training data;Data models;Robustness","","350","","292","IEEE","17 Feb 2020","","","IEEE","IEEE Journals"
"Identifying Auto-Generated Code by Using Machine Learning Techniques","K. Shimonaka; S. Sumi; Y. Higo; S. Kusumoto","Graduate School of Information Science and Technology, Osaka University, Japan; Osaka Daigaku, Suita, Osaka, JP; Graduate School of Information Science and Technology, Osaka University, Japan; Graduate School of Information Science and Technology, Osaka University, Japan","2016 7th International Workshop on Empirical Software Engineering in Practice (IWESEP)","5 May 2016","2016","","","18","23","Recently, many researchers have conducted mining source code repositories to retrieve useful information about software development. Source code repositories often include auto-generated code, and auto-generated code is usually removed in a preprocessing phase because the presence of auto-generated code is harmful to source code analysis. A usual way to removeauto-generated code is searching particular comments which existamong auto-generated code. However, we cannot identify auto-generated code automatically with such a way if comments have disappeared. In addition, it takes too much time to identify auto-generated code manually. Therefore, we propose a techniqueto identify auto-generated code automatically by using machinelearning techniques. In our proposed technique, we can identifywhether source code is auto-generated code or not by utilizingsyntactic information of source code. In order to evaluate theproposed technique, we conducted experiments on source codegenerated by four kinds of code generators. As a result, weconfirmed that the proposed technique was able to identify auto-generated code with high accuracy.","","978-1-5090-1851-2","10.1109/IWESEP.2016.18","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7464547","auto-generated code;machine learning techniques;source code analysis","Syntactics;Generators;Data models;Predictive models;Machine learning algorithms;Cloning;Decision trees","","9","1","16","IEEE","5 May 2016","","","IEEE","IEEE Conferences"
"Boa Meets Python: A Boa Dataset of Data Science Software in Python Language","S. Biswas; M. J. Islam; Y. Huang; H. Rajan","Department of Computer Science, Iowa State University, Ames, IA, USA; Department of Computer Science, Iowa State University, Ames, IA, USA; Department of Computer Science, Iowa State University, Ames, IA, USA; Department of Computer Science, Iowa State University, Ames, IA, USA","2019 IEEE/ACM 16th International Conference on Mining Software Repositories (MSR)","29 Aug 2019","2019","","","577","581","The popularity of Python programming language has surged in recent years due to its increasing usage in Data Science. The availability of Python repositories in Github presents an opportunity for mining software repository research, e.g., suggesting the best practices in developing Data Science applications, identifying bug-patterns, recommending code enhancements, etc. To enable this research, we have created a new dataset that includes 1,558 mature Github projects that develop Python software for Data Science tasks. By analyzing the metadata and code, we have included the projects in our dataset which use a diverse set of machine learning libraries and managed by a variety of users and organizations. The dataset is made publicly available through Boa infrastructure both as a collection of raw projects as well as in a processed form that could be used for performing large scale analysis using Boa language. We also present two initial applications to demonstrate the potential of the dataset that could be leveraged by the community.","2574-3864","978-1-7281-3412-3","10.1109/MSR.2019.00086","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8816757","MSR;Boa;AST;machine learning;data science;open source repositories;program analysis","Python;Data science;Libraries;Metadata;Machine learning;Data mining","","15","","18","IEEE","29 Aug 2019","","","IEEE","IEEE Conferences"
"How can i improve my app? Classifying user reviews for software maintenance and evolution","S. Panichella; A. Di Sorbo; E. Guzman; C. A. Visaggio; G. Canfora; H. C. Gall","University of Zurich, Switzerland; Universita degli Studi del Sannio, Benevento, Campania, IT; +Technische Universitat Munchen, Garchinz, Germanv; Universita degli Studi del Sannio, Benevento, Campania, IT; Tuniversity of Sannio, Benevento, Italy; Tuniversity of Sannio, Benevento, Italy","2015 IEEE International Conference on Software Maintenance and Evolution (ICSME)","23 Nov 2015","2015","","","281","290","App Stores, such as Google Play or the Apple Store, allow users to provide feedback on apps by posting review comments and giving star ratings. These platforms constitute a useful electronic mean in which application developers and users can productively exchange information about apps. Previous research showed that users feedback contains usage scenarios, bug reports and feature requests, that can help app developers to accomplish software maintenance and evolution tasks. However, in the case of the most popular apps, the large amount of received feedback, its unstructured nature and varying quality can make the identification of useful user feedback a very challenging task. In this paper we present a taxonomy to classify app reviews into categories relevant to software maintenance and evolution, as well as an approach that merges three techniques: (1) Natural Language Processing, (2) Text Analysis and (3) Sentiment Analysis to automatically classify app reviews into the proposed categories. We show that the combined use of these techniques allows to achieve better results (a precision of 75% and a recall of 74%) than results obtained using each technique individually (precision of 70% and a recall of 67%).","","978-1-4673-7532-0","10.1109/ICSM.2015.7332474","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7332474","User Reviews;Mobile Applications;Natural Language Processing;Sentiment Analysis;Text classification","Taxonomy;Software maintenance;Feature extraction;Natural language processing;Mobile communication;Maintenance engineering;Text analysis","","288","2","39","IEEE","23 Nov 2015","","","IEEE","IEEE Conferences"
"Why are Features Deprecated? An Investigation Into the Motivation Behind Deprecation","A. A. Sawant; G. Huang; G. Vilen; S. Stojkovski; A. Bacchelli","Delft University of Technology, Delft, The Netherlands; Delft University of Technology, Delft, The Netherlands; Delft University of Technology, Delft, The Netherlands; Delft University of Technology, Delft, The Netherlands; University of Zurich, Zurich, Switzerland","2018 IEEE International Conference on Software Maintenance and Evolution (ICSME)","11 Nov 2018","2018","","","13","24","In this study, we investigate why API producers deprecate features. Previous work has shown us that knowing the rationale behind deprecation of an API aids a consumer in deciding to react, thus hinting at a diversity of deprecation reasons. We manually analyze the Javadoc of 374 deprecated methods pertaining four mainstream Java APIs to see whether the reason behind deprecation is mentioned. We find that understanding the rationale from just the Javadoc is insufficient; hence we add other data sources such as the source code, issue tracker data and commit history. We observe 12 reasons that trigger API producers to deprecate a feature. We evaluate an automated approach to classify these motivations.","2576-3148","978-1-5386-7870-1","10.1109/ICSME.2018.00011","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8529833","API;documentation;deprecation","Java;Software;Documentation;Tools;History;Libraries;Taxonomy","","15","","57","IEEE","11 Nov 2018","","","IEEE","IEEE Conferences"
"Hurdles for Developers in Cryptography","M. Hazhirpasand; O. Nierstrasz; M. Shabani; M. Ghafari","University of Bern, Bern, Switzerland; University of Bern, Bern, Switzerland; Azad University, Rasht, Iran; School of Computer Science, University of Auckland, Auckland, New Zealand","2021 IEEE International Conference on Software Maintenance and Evolution (ICSME)","24 Nov 2021","2021","","","659","663","Prior research has shown that cryptography is hard to use for developers. We aim to understand what cryptography issues developers face in practice. We clustered 91 954 cryptography-related questions on the Stack Overflow website, and manually analyzed a significant sample (i.e., 383) of the questions to comprehend the crypto challenges developers commonly face in this domain. We found that either developers have a distinct lack of knowledge in understanding the fundamental concepts, e.g., OpenSSL, public-key cryptography or password hashing, or the usability of crypto libraries undermined developer performance to correctly realize a crypto scenario. This is alarming and indicates the need for dedicated research to improve the design of crypto APIs.","2576-3148","978-1-6654-2882-8","10.1109/ICSME52107.2021.00076","Swiss National Science Foundation(grant numbers:200020–181973); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9609232","Security;cryptography;developer issues","Software maintenance;Conferences;Passwords;Public key cryptography;Libraries;Complexity theory;Cryptography","","7","","20","IEEE","24 Nov 2021","","","IEEE","IEEE Conferences"
"Community Smell Detection and Refactoring in SLACK: The CADOCS Project","G. Voria; V. Pentangelo; A. D. Porta; S. Lambiase; G. Catolino; F. Palomba; F. Ferrucci","Department of Computer Science, Software Engineering (SeSa) Lab, University of Salerno, Salerno, Italy; Department of Computer Science, Software Engineering (SeSa) Lab, University of Salerno, Salerno, Italy; Department of Computer Science, Software Engineering (SeSa) Lab, University of Salerno, Salerno, Italy; Department of Computer Science, Software Engineering (SeSa) Lab, University of Salerno, Salerno, Italy; Jheronimus Academy of Data Science, Tilburg University, ’s-Hertogenbosch, Netherlands; Department of Computer Science, Software Engineering (SeSa) Lab, University of Salerno, Salerno, Italy; Department of Computer Science, Software Engineering (SeSa) Lab, University of Salerno, Salerno, Italy","2022 IEEE International Conference on Software Maintenance and Evolution (ICSME)","19 Dec 2022","2022","","","469","473","Software engineering is a human-centered activity involving various stakeholders with different backgrounds that have to communicate and collaborate to reach shared objectives. The emergence of conflicts among stakeholders may lead to undesired effects on software maintainability, yet it is often unavoidable in the long run. Community smells, i.e., sub-optimal communication and collaboration practices, have been defined to map recurrent conflicts among developers. While some community smell detection tools have been proposed in the recent past, these can be mainly used for research purposes because of their limited level of usability and user engagement. To facilitate a wider use of community smell-related information by practitioners, we present CADOCS, a client-server conversational agent that builds on top of a previous community smell detection tool proposed by Almarini et al. to (1) make it usable within a well-established communication channel like Slack and (2) augment it by providing initial support to software analytics instruments useful to diagnose and refactor community smells. We describe the features of the tool and the preliminary evaluation conducted to assess and improve robustness and usability.","2576-3148","978-1-6654-7956-1","10.1109/ICSME55016.2022.00061","National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9978263","Conversational Agents;Community Smells;Socio-Technical Analysis","Software maintenance;Instruments;Collaboration;Communication channels;Robustness;Stakeholders;Usability","","1","","34","IEEE","19 Dec 2022","","","IEEE","IEEE Conferences"
"The State of the ML-universe: 10 Years of Artificial Intelligence & Machine Learning Software Development on GitHub","D. Gonzalez; T. Zimmermann; N. Nagappan","Rochester Institute of Technology, Rochester, NY, USA; Microsoft Research, Redmond, WA, USA; Microsoft Research, Redmond, WA, USA","2020 IEEE/ACM 17th International Conference on Mining Software Repositories (MSR)","20 Jun 2023","2020","","","431","442","In the last few years, artificial intelligence (AI) and machine learning (ML) have become ubiquitous terms. These powerful techniques have escaped obscurity in academic communities with the recent onslaught of AI & ML tools, frameworks, and libraries that make these techniques accessible to a wider audience of developers. As a result, applying AI & ML to solve existing and emergent problems is an increasingly popular practice. However, little is known about this domain from the software engineering perspective. Many AI & ML tools and applications are open source, hosted on platforms such as GitHub that provide rich tools for large-scale distributed software development. Despite widespread use and popularity, these repositories have never been examined as a community to identify unique properties, development patterns, and trends. In this paper, we conducted a large-scale empirical study of AI & ML Tool (700) and Application (4,524) repositories hosted on GitHub to develop such a characterization. While not the only platform hosting AI & ML development, GitHub facilitates collecting a rich data set for each repository with high traceability between issues, commits, pull requests and users. To compare the AI & ML community to the wider population of repositories, we also analyzed a set of 4,101 unrelated repositories. We enhance this characterization with an elaborate study of developer workflow that measures collaboration and autonomy within a repository. We've captured key insights of this community's 10 year history such as it's primary language (Python) and most popular repositories (Tensorflow, Tesseract). Our findings show the AI & ML community has unique characteristics that should be accounted for in future research.","2574-3864","978-1-4503-7517-7","10.1145/3379597.3387473","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10148701","machine learning;artificial intelligence;mining software repositories;software engineering;Open Source;GitHub","Sociology;Collaboration;Machine learning;Software;Libraries;Artificial intelligence;Statistics","","11","","59","","20 Jun 2023","","","IEEE","IEEE Conferences"
"METHODS2TEST: A dataset of focal methods mapped to test cases","M. Tufano; S. K. Deng; N. Sundaresan; A. Svyatkovskiy","Microsoft, Redmond, WA, USA; Microsoft, Redmond, WA, USA; Microsoft, Redmond, WA, USA; Microsoft, Redmond, WA, USA","2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR)","21 Jun 2022","2022","","","299","303","Unit testing is an essential part of the software development process, which helps to identify issues with source code in early stages of development and prevent regressions. Machine learning has emerged as viable approach to help software developers generate automated unit tests. However, generating reliable unit test cases that are semantically correct and capable of catching software bugs or unintended behavior via machine learning requires large, metadata-rich, datasets. In this paper we present Methods2Test: a large, supervised dataset of test cases mapped to corresponding methods under test (i.e., focal methods). This dataset contains 780,944 pairs of JUnit tests and focal methods, extracted from a total of 91,385 Java open source projects hosted on GitHub with licenses permitting re-distribution. The main challenge behind the creation of the Methods2Test was to establish a reliable mapping between a test case and the relevant focal method. To this aim, we designed a set of heuristics, based on developers' best practices in software testing, which identify the likely focal method for a given test case. To facilitate further analysis, we store a rich set of metadata for each method-test pair in JSON-formatted files. Additionally, we extract textual corpus from the dataset at different context levels, which we provide both in raw and tokenized forms, in order to enable researchers to train and evaluate machine learning models for Automated Test Generation. Methods2Test is publicly available at: https://github.com/microsoft/methods2test","2574-3864","978-1-4503-9303-4","10.1145/3524842.3528009","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796371","datasets;software testing","Software testing;Java;Machine learning;Metadata;Software reliability","","","","28","","21 Jun 2022","","","IEEE","IEEE Conferences"
"Regression Testing of Massively Multiplayer Online Role-Playing Games","Y. Wu; Y. Chen; X. Xie; B. Yu; C. Fan; L. Ma","Fuxi AI Lab, Netease, Inc.; Fuxi AI Lab, Netease, Inc.; Nanyang Technological University; Kyushu University; Fuxi AI Lab, Netease, Inc.; Kyushu University","2020 IEEE International Conference on Software Maintenance and Evolution (ICSME)","2 Nov 2020","2020","","","692","696","Regression testing aims to check the functionality consistency during software evolution. Although general regression testing has been extensively studied, regression testing in the context of video games, especially Massively Multiplayer Online Role-Playing Games (MMORPGs), is largely untouched so far. One big challenge is that game testing requires a certain level of intelligence in generating suitable action sequences among the huge search space, to accomplish complex tasks in the MMORPG. Existing game testing mainly relies on either the manual playing or manual scripting, which are labor-intensive and time-consuming. Even worse, it is often unable to satisfy the frequent industrial game evolution. The recent process in machine learning brings new opportunities for automatic game playing and testing. In this paper, we propose a reinforcement learning-based regression testing technique that explores differential behaviors between multiple versions of an MMORPGs such that the potential regression bugs could be detected. The preliminary evaluation on real industrial MMORPGs demonstrates the promising of our technique.","2576-3148","978-1-7281-5619-4","10.1109/ICSME46990.2020.00074","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9240641","Game Testing, Reinforcement Learning","Software maintenance;Computer bugs;Games;Manuals;Machine learning;Task analysis;Testing","","4","","29","IEEE","2 Nov 2020","","","IEEE","IEEE Conferences"
"Capturing Contextual Relationships of Buggy Classes for Detecting Quality-Related Bugs","R. Krasniqi; H. Do","Dept. of Computer Science and Eng., University of North Texas, Denton, TX, USA; Dept. of Computer Science and Eng., University of North Texas, Denton, TX, USA","2023 IEEE International Conference on Software Maintenance and Evolution (ICSME)","11 Dec 2023","2023","","","375","379","Quality concerns are critical for addressing system-wide issues related to reliability, security, and performance, among others. However, these concerns often become scattered across the codebase, making it challenging for software developers to effectively address quality bugs. In this paper, we propose a holistic approach to detecting and clustering quality-related content hidden within the codebase. By leveraging the Hierarchical Dirichlet Process (HDP) and complementary techniques such as information retrieval and machine learning, including structural and textual analysis, we create a meaningful hierarchy that detects classes containing relevant information for addressing quality bugs. This approach allows us to uncover rich synergies between complex structured artifacts and infer bug-fixing classes for repairing quality bugs. The reported results show that our approach improves over the state-of-the-art achieving a high precision of 83%, recall of 82%, and F1 score of 83%.","2576-3148","979-8-3503-2783-0","10.1109/ICSME58846.2023.00048","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10336297","Quality Bugs;Hierarchical Topic Modeling;Vector Space Model;Contextual Relationships","Software maintenance;Computer bugs;Machine learning;Information retrieval;Software reliability;Security;Context modeling","","","","34","IEEE","11 Dec 2023","","","IEEE","IEEE Conferences"
"Studying Software Engineering Patterns for Designing Machine Learning Systems","H. Washizaki; H. Uchida; F. Khomh; Y. -G. Guéhéneuc","Waseda University, National Institute of Informatics SYSTEM INFORMATION eXmotion, Tokyo, Japan; Waseda University, Tokyo, Japan; Polytechnique Montréal, Montre’al, QC, Canada; Concordia University, Montreal, QC, Canada","2019 10th International Workshop on Empirical Software Engineering in Practice (IWESEP)","30 Dec 2019","2019","","","49","495","Machine-learning (ML) techniques are becoming more prevalent. ML techniques rely on mathematics and software engineering. Researchers and practitioners studying best practices strive to design ML systems and software that address software complexity and quality issues. Such design practices are often formalized as architecture and design patterns by encapsulating reusable solutions to common problems within given contexts. However, a systematic study to collect, classify, and discuss these software-engineering (SE) design patterns for ML techniques have yet to be reported. Our research collects good/bad SE design patterns for ML techniques to provide developers with a comprehensive classification of such patterns. Herein we report the preliminary results of a systematic-literature review (SLR) of good/bad design patterns for ML.","2573-2021","978-1-7281-5590-6","10.1109/IWESEP49350.2019.00017","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8945075","Machine Learning;Architecture Patterns;Design Patterns;Anti-patterns;ML Patterns","Software;Computer architecture;Pipelines;Data models;Software engineering;Mathematics;Machine learning","","45","","47","IEEE","30 Dec 2019","","","IEEE","IEEE Conferences"
"Why is Developing Machine Learning Applications Challenging? A Study on Stack Overflow Posts","M. Alshangiti; H. Sapkota; P. K. Murukannaiah; X. Liu; Q. Yu","Rochester Institute of Technology, Rochester NY, USA; Rochester Institute of Technology, Rochester NY, USA; Rochester Institute of Technology, Rochester NY, USA; Rochester Institute of Technology, Rochester NY, USA; Rochester Institute of Technology, Rochester NY, USA","2019 ACM/IEEE International Symposium on Empirical Software Engineering and Measurement (ESEM)","17 Oct 2019","2019","","","1","11","Background: As smart and automated applications pervade our lives, an increasing number of software developers are required to incorporate machine learning (ML) techniques into application development. However, acquiring the ML skill set can be nontrivial for software developers owing to both the breadth and depth of the ML domain. Aims: We seek to understand the challenges developers face in the process of ML application development and offer insights to simplify the process. Despite its importance, there has been little research on this topic. A few existing studies on development challenges with ML are outdated, small scale, or they do no involve a representative set of developers. Method: We conduct an empirical study of ML-related developer posts on Stack Overflow. We perform in-depth quantitative and qualitative analyses focusing on a series of research questions related to the challenges of developing ML applications and the directions to address them. Results: Our findings include: (1) ML questions suffer from a much higher percentage of unanswered questions on Stack Overflow than other domains; (2) there is a lack of ML experts in the Stack Overflow QA community; (3) the data preprocessing and model deployment phases are where most of the challenges lay; and (4) addressing most of these challenges require more ML implementation knowledge than ML conceptual knowledge. Conclusions: Our findings suggest that most challenges are under the data preparation and model deployment phases, i.e., early and late stages. Also, the implementation aspect of ML shows much higher difficulty level among developers than the conceptual aspect.","1949-3789","978-1-7281-2968-6","10.1109/ESEM.2019.8870187","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8870187","Machine Learning;Software Development;Stack Overflow;Data Mining","Machine learning;Software;Libraries;Face;Data models;Task analysis;Analytical models","","29","","32","IEEE","17 Oct 2019","","","IEEE","IEEE Conferences"
"Evaluation of Context-Aware Language Models and Experts for Effort Estimation of Software Maintenance Issues","M. Alhamed; T. Storer","School of Computing Science, University of Glasgow, Glassgow, UK; School of Computing Science, University of Glasgow, Glassgow, UK","2022 IEEE International Conference on Software Maintenance and Evolution (ICSME)","19 Dec 2022","2022","","","129","138","Reflecting upon recent advances in Natural Language Processing (NLP), this paper evaluates the effectiveness of context-aware NLP models for predicting software task effort estimates. Term Frequency–Inverse Document Frequency (TF-IDF) and Bidirectional Encoder Representations from Transformers (BERT) were used as feature extraction methods; Random forest and BERT feed-forward linear neural networks were used as classifiers. Using three datasets drawn from open-source projects and one from a commercial project, the paper evaluates the models and compares the best performing model with expert estimates from both kinds of datasets. The results suggest that BERT as feature extraction and classifier shows slightly better performance than other combinations, but that there is no significant difference between the presented methods. On the other hand, the results show that expert and Machine Learning (ML) estimate performances are similar, with the experts’ performance being slightly better. Both findings confirmed existing literature, but using substantially different experimental settings.","2576-3148","978-1-6654-7956-1","10.1109/ICSME55016.2022.00020","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9978209","empirical software engineering;software effort estimation;software maintenance issues;machine learning;NLP;BERT;TF–IDF;datasets;Planing Poker","Maximum likelihood estimation;Software maintenance;Bit error rate;Feature extraction;Transformers;Natural language processing;Data models","","1","","35","IEEE","19 Dec 2022","","","IEEE","IEEE Conferences"
"ManyTypes4TypeScript: A Comprehensive TypeScript Dataset for Sequence-Based Type Inference","K. Jesse; P. T. Devanbu","University of California, Davis, Davis, CA, USA; University of California, Davis, Davis, CA, USA","2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR)","21 Jun 2022","2022","","","294","298","In this paper, we present ManyTypes4TypeScript, a very large corpus for training and evaluating machine-learning models for sequence-based type inference in TypeScript. The dataset includes over 9 million type annotations, across 13,953 projects and 539,571 files. The dataset is approximately 10x larger than analogous type inference datasets for Python, and is the largest available for Type-Script. We also provide API access to the dataset, which can be integrated into any tokenizer and used with any state-of-the-art sequence-based model. Finally, we provide analysis and performance results for state-of-the-art code-specific models, for baselining. ManyTypes4TypeScript is available on Huggingface, Zenodo, and CodeXGLUE.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3528507","NSF(grant numbers:1414172); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796285","Type Inference;Machine Learning;TypeScript;Code Properties","Training;Measurement;Analytical models;Annotations;Machine learning;Software;Data mining","","1","","34","CCBY","21 Jun 2022","","","IEEE","IEEE Conferences"
"Linking Source Code to Untangled Change Intents","X. Liu; L. Huang; C. Li; V. Ng","Department of Computer Science and Engineering, Southern Methodist University, Dallas, TX, USA; Department of Computer Science and Engineering, Southern Methodist University, Dallas, TX, USA; Nanjing University, Nanjing, Jiangsu, CN; Human Language Technology Research Institute, University of Texas, Dallas, TX, USA","2018 IEEE International Conference on Software Maintenance and Evolution (ICSME)","11 Nov 2018","2018","","","393","403","Previous work [13] suggests that tangled changes (i.e., different change intents aggregated in one single commit message) could complicate tracing to different change tasks when developers manage software changes. Identifying links from changed source code to untangled change intents could help developers solve this problem. Manually identifying such links requires lots of experience and review efforts, however. Unfortunately, there is no automatic method that provides this capability. In this paper, we propose AutoCILink, which automatically identifies code to untangled change intent links with a pattern-based link identification system (AutoCILink-P) and a supervised learning-based link classification system (AutoCILink-ML). Evaluation results demonstrate the effectiveness of both systems: the pattern-based AutoCILink-P and the supervised learning-based AutoCILink-ML achieve average accuracy of 74.6% and 81.2%, respectively.","2576-3148","978-1-5386-7870-1","10.1109/ICSME.2018.00047","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8530046","Commit, Code change, Machine learning","Software;Task analysis;Computer bugs;Machine learning;Cognition;Gold;Additives","","2","","42","IEEE","11 Nov 2018","","","IEEE","IEEE Conferences"
"Identifying Compiler and Optimization Options from Binary Code using Deep Learning Approaches","D. Pizzolotto; K. Inoue","Osaka University, Osaka, Japan; Osaka University, Osaka, Japan","2020 IEEE International Conference on Software Maintenance and Evolution (ICSME)","2 Nov 2020","2020","","","232","242","When compiling a source file, several flags can be passed to the compiler. These flags, however, can vary between debug and release compilation. In the release compilation, in fact, smaller or faster executables are usually preferred, whereas for a debug one, ease-of-debug is preferred over speed and no optimization is involved. After the compilation, however, most of the flags used cannot be inferred from the compiled file. These flags could be useful in case we want to classify if an older build was made for release or debug purposes, or to check if the file was compiled with flags that could expose vulnerabilities. In this paper we present a deep learning network capable of automatically detecting, with function granularity, the compiler used and the presence of optimization with 99% accuracy. We also analyze the change in accuracy when submitting increasingly shorter amounts of data, from 2048 up to a single byte, obtaining competitive results with less than 100 bytes. We also present our process in the huge dataset creation and manipulation, along with a comparison with other less successful networks using functions of varying size.","2576-3148","978-1-7281-5619-4","10.1109/ICSME46990.2020.00031","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9240714","Static Analysis;Binary Analysis;Deep Learning;Compilers","Deep learning;Software maintenance;Conferences;Binary codes;Convolutional neural networks;Optimization","","8","","28","IEEE","2 Nov 2020","","","IEEE","IEEE Conferences"
"Automated Characterization of Software Vulnerabilities","D. Gonzalez; H. Hastings; M. Mirakhorli","Rochester Institute of Technology, Rochester, NY, USA; Rochester Institute of Technology, Rochester, NY, USA; Rochester Institute of Technology, Rochester, NY, USA","2019 IEEE International Conference on Software Maintenance and Evolution (ICSME)","5 Dec 2019","2019","","","135","139","Preventing vulnerability exploits is a critical software maintenance task, and software engineers often rely on Common Vulnerability and Exposure (CVEs) reports for information about vulnerable systems and libraries. These reports include descriptions, disclosure sources, and manually-populated vulnerability characteristics such as root cause from the NIST Vulnerability Description Ontology (VDO). This information needs to be complete and accurate so stakeholders of affected products can prevent and react to exploits of the reported vulnerabilities. In this study, we demonstrate that VDO characteristics can be automatically detected from the textual descriptions included in CVE reports. We evaluated the performance of 6 classification algorithms with a dataset of 365 vulnerability descriptions, each mapped to 1 of 19 characteristics from the VDO. This work demonstrates that it is feasible to train classification techniques to accurately characterize vulnerabilities from their descriptions. All 6 classifiers evaluated produced accurate results, and the Support Vector Machine classifier was the best-performing individual classifier. Automating the vulnerability characterization process is a step towards ensuring stakeholders have the necessary data to effectively maintain their systems.","2576-3148","978-1-7281-3094-1","10.1109/ICSME.2019.00023","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8918946","software maintainence;vulnerability characterization;text classification;CVE;VDO","Support vector machines;Software;Task analysis;Measurement;NIST;Ontologies;Stakeholders","","6","","17","IEEE","5 Dec 2019","","","IEEE","IEEE Conferences"
"Peeler: Learning to Effectively Predict Flakiness without Running Tests","Y. Qin; S. Wang; K. Liu; B. Lin; H. Wu; L. Li; X. Mao; T. F. Bissyandé","National University of Defense Technology, China; National University of Defense Technology, China; Huawei Software Engineering Application Technology Lab, China; National University of Defense Technology, China; National University of Defense Technology, China; Monash University, Australia; National University of Defense Technology, China; University of Luxembourg, Luxembourg","2022 IEEE International Conference on Software Maintenance and Evolution (ICSME)","19 Dec 2022","2022","","","257","268","Regression testing is a widely adopted approach to expose change-induced bugs as well as to verify the correctness/robustness of code in modern software development settings. Unfortunately, the occurrence of flaky tests leads to a significant increase in the cost of regression testing and eventually reduces the productivity of developers (i.e., their ability to find and fix real problems). State-of-the-art approaches leverage dynamic test information obtained through expensive re-execution of test cases to effectively identify flaky tests. Towards accounting for scalability constraints, some recent approaches have built on static test case features, but fall short on effectiveness. In this paper, we introduce Peeler, a new fully static approach for predicting flaky tests through exploring a representation of test cases based on the data dependency relations. The predictor is then trained as a neural network based model, which achieves at the same time scalability (because it does not require any test execution), effectiveness (because it exploits relevant test dependency features), and practicality (because it can be applied in the wild to find new flaky tests). Experimental validation on 17,532 test cases from 21 Java projects shows that Peeler outperforms the state-of-the-art FlakeFlagger by around 20 percentage points: we catch 22% more flaky tests while yielding 51% less false positives. Finally, in a live study with projects in-the-wild, we reported to developers 21 flakiness cases, among which 12 have already been confirmed by developers as being indeed flaky.","2576-3148","978-1-6654-7956-1","10.1109/ICSME55016.2022.00031","National Natural Science Foundation of China; Natural Science Foundation of Jiangsu Province; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9978221","Flaky tests;Deep learning;Program dependency","Productivity;Software maintenance;Java;Costs;Scalability;Neural networks;Computer bugs","","3","","44","IEEE","19 Dec 2022","","","IEEE","IEEE Conferences"
