"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Membership Inference Attacks From First Principles","N. Carlini; S. Chien; M. Nasr; S. Song; A. Terzis; F. Tramèr",Google Research; Google Research; Google Research; Google Research; Google Research; Google Research,"2022 IEEE Symposium on Security and Privacy (SP)","27 Jul 2022","2022","","","1897","1914","A membership inference attack allows an adversary to query a trained machine learning model to predict whether or not a particular example was contained in the model’s training dataset. These attacks are currently evaluated using average-case “accuracy” metrics that fail to characterize whether the attack can confidently identify any members of the training set. We argue that attacks should instead be evaluated by computing their true-positive rate at low (e.g., ≤ 0.1%) false-positive rates, and find most prior attacks perform poorly when evaluated in this way. To address this we develop a Likelihood Ratio Attack (LiRA) that carefully combines multiple ideas from the literature. Our attack is $10\times$ more powerful at low false-positive rates, and also strictly dominates prior attacks on existing metrics.","2375-1207","978-1-6654-1316-9","10.1109/SP46214.2022.9833649","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9833649","","Measurement;Training;Privacy;Differential privacy;Computational modeling;Training data;Machine learning","","52","","73","IEEE","27 Jul 2022","","","IEEE","IEEE Conferences"
"Back in Black: Towards Formal, Black Box Analysis of Sanitizers and Filters","G. Argyros; I. Stais; A. Kiayias; A. D. Keromytis",Columbia University; University of Athens; University of Athens; Columbia University,"2016 IEEE Symposium on Security and Privacy (SP)","18 Aug 2016","2016","","","91","109","We tackle the problem of analyzing filter and sanitizer programs remotely, i.e. given only the ability to query the targeted program and observe the output. We focus on two important and widely used program classes: regular expression (RE) filters and string sanitizers. We demonstrate that existing tools from machine learning that are available for analyzing RE filters, namely automata learning algorithms, require a very large number of queries in order to infer real life RE filters. Motivated by this, we develop the first algorithm that infers symbolic representations of automata in the standard membership/equivalence query model. We show that our algorithm provides an improvement of x15 times in the number of queries required to learn real life XSS and SQL filters of popular web application firewall systems such as mod-security and PHPIDS. % Active learning algorithms require the usage of an equivalence oracle, i.e. an oracle that tests the equivalence of a hypothesis with the target machine. We show that when the goal is to audit a target filter with respect to a set of attack strings from a context free grammar, i.e. find an attack or infer that none exists, we can use the attack grammar to implement the equivalence oracle with a single query to the filter. Our construction finds on average 90% of the target filter states when no attack exists and is very effective in finding attacks when they are present. For the case of string sanitizers, we show that existing algorithms for inferring sanitizers modelled as Mealy Machines are not only inefficient, but lack the expressive power to be able to infer real life sanitizers. We design two novel extensions to existing algorithms that allow one to infer sanitizers represented as single-valued transducers. Our algorithms are able to infer many common sanitizer functions such as HTML encoders and decoders. Furthermore, we design an algorithm to convert the inferred models into BEK programs, which allows for further applications such as cross checking different sanitizer implementations and cross compiling sanitizers into different languages supported by the BEK backend. We showcase the power of our techniques by utilizing our black-box inference algorithms to perform an equivalence checking between different HTML encoders including the encoders from Twitter, Facebook and Microsoft Outlook email, for which no implementation is publicly available.","2375-1207","978-1-5090-0824-7","10.1109/SP.2016.14","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7546497","sanitizers;filters;automata;learning;web security","Algorithm design and analysis;Machine learning algorithms;Learning automata;Transducers;Grammar;HTML;Inference algorithms","","23","","49","IEEE","18 Aug 2016","","","IEEE","IEEE Conferences"
"Invisible Probe: Timing Attacks with PCIe Congestion Side-channel","M. Tan; J. Wan; Z. Zhou; Z. Li","School of Computer Science, Fudan University; School of Computer Science, Fudan University; School of Computer Science, Fudan University; University of California, Irvine","2021 IEEE Symposium on Security and Privacy (SP)","26 Aug 2021","2021","","","322","338","PCIe (Peripheral Component Interconnect express) protocol is the de facto protocol to bridge CPU and peripheral devices like GPU, NIC, and SSD drive. There is an increasing demand to install more peripheral devices on a single machine, but the PCIe interfaces offered by Intel CPUs are fixed. To resolve such contention, PCIe switch, PCH (Platform Controller Hub), or virtualization cards are installed on the machine to allow multiple devices to share a PCIe interface. Congestion happens when the collective PCIe traffic from the devices overwhelm the PCIe link capacity, and transmission delay is then introduced.In this work, we found the PCIe delay not only harms device performance but also leaks sensitive information about a user who uses the machine. In particular, as user’s activities might trigger data movement over PCIe (e.g., between CPU and GPU), by measuring PCIe congestion, an adversary accessing another device can infer the victim’s secret indirectly. Therefore, the delay resulted from I/O congestion can be exploited as a side-channel. We demonstrate the threat from PCIe congestion through 2 attack scenarios and 4 victim settings. Specifically, an attacker can learn the workload of a GPU in a remote server by probing a RDMA NIC that shares the same PCIe switch and measuring the delays. Based on the measurement, the attacker is able to know the keystroke timings of the victim, what webpage is rendered on the GPU, and what machine-learning model is running on the GPU. Besides, when the victim is using a low-speed device, e.g., an Ethernet NIC, an attacker controlling an NVMe SSD can launch a similar attack when they share a PCH or virtualization card. The evaluation result shows our attack can achieve high accuracy (e.g., 96.31% accuracy in inferring webpage visited by a victim).","2375-1207","978-1-7281-8934-5","10.1109/SP40001.2021.00059","Fudan University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9519482","PCIe;Side-Channel","Performance evaluation;Privacy;Protocols;Graphics processing units;Switches;Machine learning;Delays","","12","","103","IEEE","26 Aug 2021","","","IEEE","IEEE Conferences"
"“Adversarial Examples” for Proof-of-Learning","R. Zhang; J. Liu; Y. Ding; Z. Wang; Q. Wu; K. Ren",Zhejiang University; Zhejiang University; Zhejiang University; Zhejiang University; Zhejiang University; Zhejiang University,"2022 IEEE Symposium on Security and Privacy (SP)","27 Jul 2022","2022","","","1408","1422","In S&P 21, Jia et al. proposed a new concept/mechanism named proof-of-learning (PoL), which allows a prover to demonstrate ownership of a machine learning model by proving integrity of the training procedure. It guarantees that an adversary cannot construct a valid proof with less cost (in both computation and storage) than that made by the prover in generating the proof. A PoL proof includes a set of intermediate models recorded during training, together with the corresponding data points used to obtain each recorded model. Jia et al. claimed that an adversary merely knowing the final model and training dataset cannot efficiently find a set of intermediate models with correct data points. In this paper, however, we show that PoL is vulnerable to “adversarial examples”! Specifically, in a similar way as optimizing an adversarial example, we could make an arbitrarily-chosen data point “generate” a given model, hence efficiently generating intermediate models with correct data points. We demonstrate, both theoretically and empirically, that we are able to generate a valid proof with significantly less cost than generating a proof by the prover.","2375-1207","978-1-6654-1316-9","10.1109/SP46214.2022.9833596","National Key Research and Development Program of China; National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9833596","","Training;Privacy;Costs;Computational modeling;Machine learning;Data models;Security","","4","","29","IEEE","27 Jul 2022","","","IEEE","IEEE Conferences"
"On The Empirical Effectiveness of Unrealistic Adversarial Hardening Against Realistic Adversarial Attacks","S. Dyrmishi; S. Ghamizi; T. Simonetto; Y. L. Traon; M. Cordy",University of Luxembourg; University of Luxembourg; University of Luxembourg; University of Luxembourg; University of Luxembourg,"2023 IEEE Symposium on Security and Privacy (SP)","21 Jul 2023","2023","","","1384","1400","While the literature on security attacks and defenses of Machine Learning (ML) systems mostly focuses on unrealistic adversarial examples, recent research has raised concern about the under-explored field of realistic adversarial attacks and their implications on the robustness of real-world systems. Our paper paves the way for a better understanding of adversarial robustness against realistic attacks and makes two major contributions. First, we conduct a study on three real-world use cases (text classification, botnet detection, malware detection) and seven datasets in order to evaluate whether unrealistic adversarial examples can be used to protect models against realistic examples. Our results reveal discrepancies across the use cases, where unrealistic examples can either be as effective as the realistic ones or may offer only limited improvement. Second, to explain these results, we analyze the latent representation of the adversarial examples generated with realistic and unrealistic attacks. We shed light on the patterns that discriminate which unrealistic examples can be used for effective hardening. We release our code, datasets and models to support future research in exploring how to reduce the gap between unrealistic and realistic adversarial attacks.","2375-1207","978-1-6654-9336-9","10.1109/SP46215.2023.10179316","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10179316","adversarial attacks;constrained feature space;problem space;hardening","Privacy;Analytical models;Codes;Botnet;Text categorization;Machine learning;Robustness","","1","","46","IEEE","21 Jul 2023","","","IEEE","IEEE Conferences"
"An End-to-End Dense-InceptionNet for Image Copy-Move Forgery Detection","J. -L. Zhong; C. -M. Pun","Department of Computer and Information Science, University of Macau, Macau, China; Department of Computer and Information Science, University of Macau, Macau, China","IEEE Transactions on Information Forensics and Security","3 Feb 2020","2020","15","","2134","2146","A novel image copy-move forgery detection scheme using a Dense-InceptionNet is proposed in this paper. Dense-InceptionNet is an end-to-end, multi-dimensional dense-feature connection, Deep Neural Network (DNN). It is the first DNN model to autonomously learn the feature correlations and search the possible forgery snippets through the matching clues. The proposed Dense-InceptionNet consists of Pyramid Feature Extractor (PFE), Feature Correlation Matching (FCM), and Hierarchical Post-Processing (HPP) modules. The PFE module is proposed to extract multi-dimensional and multi-scale dense-features. The features of each layer in this extractor module are directly connected to the preceding layers. The FCM module is proposed to learn the high correlations of deep features and obtain three candidate matching maps. Finally, the HPP module which makes use of three matching maps to obtain a combination of cross-entropies is amenable to better training via backpropagation. Experiments demonstrate that the efficiency of the proposed Dense-InceptionNet is much better than the other state-of-the-art methods while achieving the relative best performance against most known attacks.","1556-6021","","10.1109/TIFS.2019.2957693","Universidade de Macau(grant numbers:MYRG2018-00035-FST,MYRG2019-00086-FST); Fundo para o Desenvolvimento das Ciências e da Tecnologia(grant numbers:041-2017-A1,0019/2019/A); Characteristic Innovation Projects of Universities in Guangdong Province (Natural Science)(grant numbers:2018GKTSCX022); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8926513","Copy-move forgery detection;deep neural network;Dense-InceptionNet","Feature extraction;Forgery;Correlation;Training;Neural networks;Transforms;Data mining","","91","","39","IEEE","6 Dec 2019","","","IEEE","IEEE Journals"
"ABSI: An Adaptive Binary Splitting Algorithm for Malicious Meter Inspection in Smart Grid","X. Xia; Y. Xiao; W. Liang","University of Chinese Academy of Sciences, Beijing, China; Department of Computer Science, The University of Alabama, Tuscaloosa, AL, USA; Key Laboratory of Networked Control Systems, Shenyang Institute of Automation, Chinese Academy of Sciences, Shenyang, China","IEEE Transactions on Information Forensics and Security","7 Aug 2018","2019","14","2","445","458","Electricity theft is a widespread problem that causes tremendous economic losses for all utility companies around the globe. As many countries struggle to update their antique power systems to emerging smart grids, more and more smart meters are deployed throughout the world. Compared with analog meters which can be tampered with by only physical attacks, smart meters can be manipulated by malicious users with both physical and cyber-attacks for the purpose of stealing electricity. Thus, electricity theft will become even more serious in a smart grid than in a traditional power system if utility companies do not implement efficient solutions. The goal of this paper is to identify all malicious users in a neighborhood area in a smart grid within the shortest detection time. We propose an adaptive binary splitting inspection (ABSI) algorithm which adopts a group testing method to locate the malicious users. There are two considered inspection strategies in this paper: a scanning method in which users will be inspected individually, and a binary search method by which a specific number of users will be examined as a whole. During the inspection process of our proposed scheme, the inspection strategy as well as the number of users in the groups to be inspected are adaptively adjusted. Simulation results show that the proposed ABSI algorithm outperforms existing methods.","1556-6021","","10.1109/TIFS.2018.2854703","National Key Research and Development Program of China(grant numbers:2017YFE0101300); National Science Foundation(grant numbers:CNS-1059265); National Natural Science Foundation of China(grant numbers:61374200,71661147005); Ministry of Industry and Information Technology of the People's Republic of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8409488","Electricity theft;smart grid;security;group testing","Inspection;Smart grids;Companies;Smart meters;Testing;Meters","","35","","51","IEEE","10 Jul 2018","","","IEEE","IEEE Journals"
"Brain-Inspired Golden Chip Free Hardware Trojan Detection","S. Faezi; R. Yasaei; A. Barua; M. A. A. Faruque","Department of Electrical Engineering and Computer Science, University of California at Irvine, Irvine, CA, USA; Department of Electrical Engineering and Computer Science, University of California at Irvine, Irvine, CA, USA; Department of Electrical Engineering and Computer Science, University of California at Irvine, Irvine, CA, USA; Department of Electrical Engineering and Computer Science, University of California at Irvine, Irvine, CA, USA","IEEE Transactions on Information Forensics and Security","8 Apr 2021","2021","16","","2697","2708","Since 2007, the use of side-channel measurements for detecting Hardware Trojan (HT) has been extensively studied. However, the majority of works either rely on a golden chip, or they rely on methods that are not robust against subtle acceptable changes that would occur over the life-cycle of an integrated circuit (IC). In this paper, we propose using a brain-inspired architecture called Hierarchical Temporal Memory (HTM) for HT detection. Similar to the human brain, our proposed solution is resilient against natural changes that might happen in the side-channel measurements while being able to accurately detect abnormal behavior of the chip when the HT gets triggered. We use a self-referencing method for HT detection, which eliminates the need for the golden chip. The effectiveness of our approach is evaluated using TrustHub benchmarks, which shows 92.20% detection accuracy on average.","1556-6021","","10.1109/TIFS.2021.3062989","Office of Naval Research (ONR)(grant numbers:N00014-17-1-2499); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9366548","Hardware Trojan;hierarchical temporal memory;anomaly detection;unsupervised training;side-channel analysis","Integrated circuits;Integrated circuit modeling;Supply chains;Fabrication;Trojan horses;Transistors;Training","","28","","55","IEEE","1 Mar 2021","","","IEEE","IEEE Journals"
"CruParamer: Learning on Parameter-Augmented API Sequences for Malware Detection","X. Chen; Z. Hao; L. Li; L. Cui; Y. Zhu; Z. Ding; Y. Liu","Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China","IEEE Transactions on Information Forensics and Security","3 Mar 2022","2022","17","","788","803","Learning on execution behaviour, i.e., sequences of API calls, is proven to be effective in malware detection. In this paper, we present CruParamer, a deep neural network based malware detection approach for Windows platform that performs learning on sequences of parameter-augmented APIs. It first employs rule-based and clustering-based classification to assess the sensitivity of a parameter to malicious behaviour, and further labels the API following the run-time parameters with varying degrees of sensitivities. Then, it encodes the APIs by concatenating the native embedding and the sensitive embedding of labelled APIs, for characterizing the relationship between successive labelled APIs and their correspondence in terms of security semantics. Finally, it feeds the sequences of API embedding into the deep neural network for training a binary classifier to detect malware. In addition to presenting the design, we have implemented CruParamer and evaluated it on two datasets. The results demonstrate that CruParamer outperforms naïve models when taking raw APIs as input, proving the effectiveness of CruParamer. Moreover, we have evaluated the impact of mimicry and adversarial attacks on our model, and the results verify the robustness of CruParamer.","1556-6021","","10.1109/TIFS.2022.3152360","National Natural Science Foundation of China(grant numbers:61972392,62072453); Youth Innovation Promotion Association of the Chinese Academy of Sciences(grant numbers:2020164); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9715123","Malware detection;API sequence;run-time parameter;word embedding;deep learning","Malware;Semantics;Security;Sensitivity;Labeling;Feature extraction;Deep learning","","23","","60","IEEE","16 Feb 2022","","","IEEE","IEEE Journals"
"RAD: A Statistical Mechanism Based on Behavioral Analysis for DDoS Attack Countermeasure","M. Hajimaghsoodi; R. Jalili","Department of Computer Engineering, Sharif University of Technology, Tehran, Iran; Department of Computer Engineering, Sharif University of Technology, Tehran, Iran","IEEE Transactions on Information Forensics and Security","3 Aug 2022","2022","17","","2732","2745","Nowadays, Distributed Denial of Service (DDoS) attacks are among the most prevailing and costly attacks across the networks which challenge a variety of services. While many defense mechanisms are presented to detect and mitigate DDoS attacks, attackers constantly explore alternative approaches for orchestrating novel DDoS attacks. Distribution of the mechanism and its deployment into different zones can improve the accuracy and coverage of DDoS attack varieties. In this paper, we propose a 3-phase DDoS attack countermeasure, named  $RAD$ , based on a statistical model for scoring users in order to detect DDoS attacks. In the first phase, users are classified into either suspicious or benign based on their traffic behavior, being indicated by the number of flows, packets, concurrent connections, and amount of user-generated traffic. In the second phase, we identify a potential attack state using the drop, jitter, and delay processing parameters. In the third phase, relevant policies are enforced on the suspicious class of users and its effects are assessed continuously in order to reduce false alarms.  $RAD$  is evaluated through the UNB CICDDoS2019 dataset and is compared with four well-known DDoS detection algorithms.  $RAD$  counters DDoS attacks with more than 80% precision, 99% recall, and 89% F1-Measure in CICDDoS2019.","1556-6021","","10.1109/TIFS.2022.3172598","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9767830","Statistical defense mechanism;user behavioral analysis;DDoS attack countermeasure;event correlation","Denial-of-service attack;Computer crime;Servers;Feature extraction;Entropy;Monitoring;Task analysis","","9","","36","IEEE","3 May 2022","","","IEEE","IEEE Journals"
"Deep Collaborative Multi-Modal Learning for Unsupervised Kinship Estimation","G. -N. Dong; C. -M. Pun; Z. Zhang","Department of Computer and Information Science, University of Macau, Taipa, Macau; Department of Computer and Information Science, University of Macau, Taipa, Macau; Department of Computer and Information Science, University of Macau, Taipa, Macau","IEEE Transactions on Information Forensics and Security","30 Aug 2021","2021","16","","4197","4210","Kinship verification is a long-standing research challenge in computer vision. The visual differences presented to the face have a significant effect on the recognition capabilities of the kinship systems. We argue that aggregating multiple visual knowledge can better describe the characteristics of the subject for precise kinship identification. Typically, the age-invariant features can represent more natural facial details. Such age-related transformations are essential for face recognition due to the biological effects of aging. However, the existing methods mainly focus on employing the single-view image features for kinship identification, while more meaningful visual properties such as race and age are directly ignored in the feature learning step. To this end, we propose a novel deep collaborative multi-modal learning (DCML) to integrate the underlying information presented in facial properties in an adaptive manner to strengthen the facial details for effective unsupervised kinship verification. Specifically, we construct a well-designed adaptive feature fusion mechanism, which can jointly leverage the complementary properties from different visual perspectives to produce composite features and draw greater attention to the most informative components of spatial feature maps. Particularly, an adaptive weighting strategy is developed based on a novel attention mechanism, which can enhance the dependencies between different properties by decreasing the information redundancy in channels in a self-adaptive manner. Moreover, we propose to use self-supervised learning to further explore the intrinsic semantics embedded in raw data and enrich the diversity of samples. As such, we could further improve the representation capabilities of kinship feature learning and mitigate the multiple variations from original visual images. To validate the effectiveness of the proposed method, extensive experimental evaluations conducted on four widely-used datasets show that our DCML method is always superior to some state-of-the-art kinship verification methods.","1556-6021","","10.1109/TIFS.2021.3098165","University of Macau(grant numbers:MYRG2018-00035-FST,MYRG2019-00086-FST); Science and Technology Development Fund, Macau SAR(grant numbers:0034/2019/AMJ,0087/2020/A2); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9490195","Kinship verification;information security;self-supervised learning","Feature extraction;Task analysis;Visualization;Supervised learning;Correlation;Collaboration;Semantics","","3","","59","IEEE","19 Jul 2021","","","IEEE","IEEE Journals"
"A High Accuracy and Adaptive Anomaly Detection Model With Dual-Domain Graph Convolutional Network for Insider Threat Detection","X. Li; X. Li; J. Jia; L. Li; J. Yuan; Y. Gao; S. Yu","Key Laboratory of Trustworthy Distributed Computing and Service, Ministry of Education, Beijing University of Posts and Telecommunications, Beijing, China; Key Laboratory of Trustworthy Distributed Computing and Service, Ministry of Education, Beijing University of Posts and Telecommunications, Beijing, China; Key Laboratory of Trustworthy Distributed Computing and Service, Ministry of Education, Beijing University of Posts and Telecommunications, Beijing, China; Key Laboratory of Trustworthy Distributed Computing and Service, Ministry of Education, Beijing University of Posts and Telecommunications, Beijing, China; Key Laboratory of Trustworthy Distributed Computing and Service, Ministry of Education, Beijing University of Posts and Telecommunications, Beijing, China; Key Laboratory of Trustworthy Distributed Computing and Service, Ministry of Education, Beijing University of Posts and Telecommunications, Beijing, China; School of Computer Science, University of Technology Sydney, Ultimo, NSW, Australia","IEEE Transactions on Information Forensics and Security","1 Mar 2023","2023","18","","1638","1652","Insider threat is destructive and concealable, making addressing it a challenging task in cybersecurity. Most existing methods transform user behavior into sequential information and analyze user behavior while neglecting structural information among users, resulting in high false positives. To solve this problem, in this paper, we propose Dual-Domain Graph Convolutional Network (referred to as DD-GCN), a graph-based modularized method for high accuracy and adaptive insider threat detection. The central idea is to convert user features and structural information into heterogeneous graphs in the light of various relationships and take user behavior and relationship into account together. To this end, a weighted feature similarity mechanism is applied to balance the feature similarity of users and original linkages among them so as to generate the fused structure. Next, specific graph embeddings are extracted from the original topology structure and fused structure simultaneously, which convert behavior information into high-level representations. Furthermore, an attention mechanism is applied to learn the adaptive importance weights of the user’s features in the corresponding embedding. The combination and difference constraints are proposed to enhance the learned embeddings’ commonality and the ability to capture different information. Extensive experiments on two real-world datasets clearly show that our proposed DD-GCN extracts the most correlated information from structural topology and feature information substantially, and achieves improved accuracy with a clear margin.","1556-6021","","10.1109/TIFS.2023.3245413","National Natural Science Foundation of China(grant numbers:62202066,62102040,62002028); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10044727","Insider threat detection;anomaly detection;graph convolutional network","Behavioral sciences;Feature extraction;Convolutional neural networks;Topology;Adaptation models;Network topology;Couplings","","3","","44","IEEE","14 Feb 2023","","","IEEE","IEEE Journals"
"Transcending TRANSCEND: Revisiting Malware Classification in the Presence of Concept Drift","F. Barbero; F. Pendlebury; F. Pierazzi; L. Cavallaro",King’s College London; King’s College London; King’s College London; University College London,"2022 IEEE Symposium on Security and Privacy (SP)","27 Jul 2022","2022","","","805","823","Machine learning for malware classification shows encouraging results, but real deployments suffer from performance degradation as malware authors adapt their techniques to evade detection. This phenomenon, known as concept drift, occurs as new malware examples evolve and become less and less like the original training examples. One promising method to cope with concept drift is classification with rejection in which examples that are likely to be misclassified are instead quarantined until they can be expertly analyzed.We propose TRANSCENDENT, a rejection framework built on Transcend, a recently proposed strategy based on conformal prediction theory. In particular, we provide a formal treatment of Transcend, enabling us to refine conformal evaluation theory—its underlying statistical engine—and gain a better understanding of the theoretical reasons for its effectiveness. In the process, we develop two additional conformal evaluators that match or surpass the performance of the original while significantly decreasing the computational overhead. We evaluate TRANSCENDENT on a malware dataset spanning 5 years that removes sources of experimental bias present in the original evaluation. TRANSCENDENT outperforms state-of-the-art approaches while generalizing across different malware domains and classifiers.To further assist practitioners, we showcase optimal operational settings for a TRANSCENDENT deployment and show how it can be applied to many popular learning algorithms. These insights support both old and new empirical findings, making Transcend a sound and practical solution for the first time. To this end, we release TRANSCENDENT as open source, to aid the adoption of rejection strategies by the security community.","2375-1207","978-1-6654-1316-9","10.1109/SP46214.2022.9833659","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9833659","security;machine learning;malware detection","Training;Degradation;Privacy;Pipelines;Machine learning;Prediction theory;Malware","","10","","53","IEEE","27 Jul 2022","","","IEEE","IEEE Conferences"
"NEUZZ: Efficient Fuzzing with Neural Program Smoothing","D. She; K. Pei; D. Epstein; J. Yang; B. Ray; S. Jana",Columbia University; Columbia University; Columbia University; Columbia University; Columbia University; Columbia University,"2019 IEEE Symposium on Security and Privacy (SP)","16 Sep 2019","2019","","","803","817","Fuzzing has become the de facto standard technique for finding software vulnerabilities. However, even state-of-the-art fuzzers are not very efficient at finding hard-to-trigger software bugs. Most popular fuzzers use evolutionary guidance to generate inputs that can trigger different bugs. Such evolutionary algorithms, while fast and simple to implement, often get stuck in fruitless sequences of random mutations. Gradient-guided optimization presents a promising alternative to evolutionary guidance. Gradient-guided techniques have been shown to significantly outperform evolutionary algorithms at solving high-dimensional structured optimization problems in domains like machine learning by efficiently utilizing gradients or higher-order derivatives of the underlying function. However, gradient-guided approaches are not directly applicable to fuzzing as real-world program behaviors contain many discontinuities, plateaus, and ridges where the gradient-based methods often get stuck. We observe that this problem can be addressed by creating a smooth surrogate function approximating the target program's discrete branching behavior. In this paper, we propose a novel program smoothing technique using surrogate neural network models that can incrementally learn smooth approximations of a complex, real-world program's branching behaviors. We further demonstrate that such neural network models can be used together with gradient-guided input generation schemes to significantly increase the efficiency of the fuzzing process. Our extensive evaluations demonstrate that NEUZZ significantly outperforms 10 state-of-the-art graybox fuzzers on 10 popular real-world programs both at finding new bugs and achieving higher edge coverage. NEUZZ found 31 previously unknown bugs (including two CVEs) that other fuzzers failed to find in 10 real-world programs and achieved 3X more edge coverage than all of the tested graybox fuzzers over 24 hour runs. Furthermore, NEUZZ also outperformed existing fuzzers on both LAVA-M and DARPA CGC bug datasets.","2375-1207","978-1-5386-6660-9","10.1109/SP.2019.00052","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8835342","fuzzing;-neural-program-smoothing;-gradient-guided-mutation","Optimization;Fuzzing;Computer bugs;Artificial neural networks;Smoothing methods;Evolutionary computation","","70","","89","IEEE","16 Sep 2019","","","IEEE","IEEE Conferences"
"The Spyware Used in Intimate Partner Violence","R. Chatterjee; P. Doerfler; H. Orgad; S. Havron; J. Palmer; D. Freed; K. Levy; N. Dell; D. McCoy; T. Ristenpart",Cornell Tech; New York University; Technion; Cornell University; Hunter College; Cornell Tech; Cornell University; Cornell Tech; New York University; Cornell Tech,"2018 IEEE Symposium on Security and Privacy (SP)","26 Jul 2018","2018","","","441","458","Survivors of intimate partner violence increasingly report that abusers install spyware on devices to track their location, monitor communications, and cause emotional and physical harm. To date there has been only cursory investigation into the spyware used in such intimate partner surveillance (IPS). We provide the first in-depth study of the IPS spyware ecosystem. We design, implement, and evaluate a measurement pipeline that combines web and app store crawling with machine learning to find and label apps that are potentially dangerous in IPS contexts. Ultimately we identify several hundred such IPS-relevant apps. While we find dozens of overt spyware tools, the majority are ""dual-use"" apps - they have a legitimate purpose (e.g., child safety or anti-theft), but are easily and effectively repurposed for spying on a partner. We document that a wealth of online resources are available to educate abusers about exploiting apps for IPS. We also show how some dual-use app developers are encouraging their use in IPS via advertisements, blogs, and customer support services. We analyze existing anti-virus and anti-spyware tools, which universally fail to identify dual-use apps as a threat.","2375-1207","978-1-5386-4353-2","10.1109/SP.2018.00061","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8418618","Spyware;Android Spyware;Intimate Partner Violence;Domestic Violence;Dual use Apps;Play Store Crawling;Query Snowballing","IP networks;Spyware;Tools;Google;Monitoring;Safety;Pipelines","","54","","62","IEEE","26 Jul 2018","","","IEEE","IEEE Conferences"
"FP-STALKER: Tracking Browser Fingerprint Evolutions","A. Vastel; P. Laperdrix; W. Rudametkin; R. Rouvoy",Univ. Lille/Inria; INSA/Inria; Univ. Lille/Inria; Univ. Lille/Inria/IUF,"2018 IEEE Symposium on Security and Privacy (SP)","26 Jul 2018","2018","","","728","741","Browser fingerprinting has emerged as a technique to track users without their consent. Unlike cookies, fingerprinting is a stateless technique that does not store any information on devices, but instead exploits unique combinations of attributes handed over freely by browsers. The uniqueness of fingerprints allows them to be used for identification. However, browser fingerprints change over time and the effectiveness of tracking users over longer durations has not been properly addressed. In this paper, we show that browser fingerprints tend to change frequently-from every few hours to days-due to, for example, software updates or configuration changes. Yet, despite these frequent changes, we show that browser fingerprints can still be linked, thus enabling long-term tracking. FP-STALKER is an approach to link browser fingerprint evolutions. It compares fingerprints to determine if they originate from the same browser. We created two variants of FP-STALKER, a rule-based variant that is faster, and a hybrid variant that exploits machine learning to boost accuracy. To evaluate FP-STALKER, we conduct an empirical study using 98,598 fingerprints we collected from 1, 905 distinct browser instances. We compare our algorithm with the state of the art and show that, on average, we can track browsers for 54.48 days, and 26 % of browsers can be tracked for more than 100 days.","2375-1207","978-1-5386-4353-2","10.1109/SP.2018.00008","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8418634","Privacy;browser fingerprinting;browsers","Browsers;Microsoft Windows;Portable document format;Security;Privacy;Fingerprint recognition;Target tracking","","34","","26","IEEE","26 Jul 2018","","","IEEE","IEEE Conferences"
